run_id,model,outcome,sample_id,f_name,f_space,z_kind,axis_names,delta_shape,metric_value,delta_abs_max,delta_mean,delta_std,valid_ratio,outcome_bin,delta_numel,delta_ndim,baseline,annotation_key,annotation_found,annotation_is_problem,problem_description,prompt_text,primary_bucket,secondary_buckets,source_split,annotation_role,annotation_updated,failure_factor,annotation_trace_consistent
20260528_182842_mogents_success_033_sample_trace,MoGenTS,success,hml_orig100_train_034__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 25, 6, 256]",0.919277144425319,52.31958770751953,1.3549221754074097,12.241073608398438,1.0,0,38400,4,mogents,hml_orig100_train_034__full::mogents,True,False,,a person kicked something with left leg,jump_kick,,train,human_diagnostic_problem_description,2026-05-28T18:24:52,,True
20260528_182842_mogents_success_035_sample_trace,MoGenTS,success,hml_orig100_train_036__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 29, 6, 256]",0.7619665941775063,53.006622314453125,-1.5042682886123657,11.365533828735352,1.0,0,44544,4,mogents,hml_orig100_train_036__full::mogents,True,False,,the person took a jump forward.,jump_kick,,train,human_diagnostic_problem_description,2026-05-26T23:08:19,,True
20260528_182842_mogents_success_036_sample_trace,MoGenTS,success,hml_orig100_train_037__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 11, 6, 256]",1.1181240006647224,115.82108306884766,12.378952026367188,23.74848747253418,1.0,0,16896,4,mogents,hml_orig100_train_037__full::mogents,True,False,,"a person does a quick wheel-like spin kick with left leg, pivoting on right leg while both arms resume fighting gesture.",jump_kick,,train,human_diagnostic_problem_description,2026-05-26T23:09:38,,True
20260528_182842_mogents_success_037_sample_trace,MoGenTS,success,hml_orig100_train_038__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 22, 6, 256]",0.9700093881251552,70.30674743652344,-0.6364856362342834,16.613008499145508,1.0,0,33792,4,mogents,hml_orig100_train_038__full::mogents,True,False,,the man kicks at something with his left leg.,jump_kick,,train,human_diagnostic_problem_description,2026-05-26T23:09:45,,True
20260528_182842_mogents_success_038_sample_trace,MoGenTS,success,hml_orig100_train_039__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 48, 6, 256]",1.2590513874802878,101.546142578125,-0.02145247906446457,14.15633773803711,1.0,0,73728,4,mogents,hml_orig100_train_039__full::mogents,True,False,,person is practicing their long jump,jump_kick,,train,human_diagnostic_problem_description,2026-05-26T23:09:53,,True
20260528_182842_mogents_success_039_sample_trace,MoGenTS,success,hml_orig100_train_040__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 49, 6, 256]",1.3252688423386474,80.14103698730469,-1.9476908445358276,14.675163269042969,1.0,0,75264,4,mogents,hml_orig100_train_040__full::mogents,True,False,,"someone jumps over something, turns around and jumps back over it, before getting ready to jump over it again.",jump_kick,,train,human_diagnostic_problem_description,2026-05-26T23:10:20,,True
20260528_182842_mogents_success_041_sample_trace,MoGenTS,success,hml_orig100_train_042__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 49, 6, 256]",1.0991035521327255,60.54704284667969,0.8555054664611816,12.247637748718262,1.0,0,75264,4,mogents,hml_orig100_train_042__full::mogents,True,False,,"the person holds their head, crouches down on their hands and continues to hold their head.",upper_body_gesture,,train,human_diagnostic_problem_description,2026-05-26T23:11:35,,True
20260528_182842_mogents_success_042_sample_trace,MoGenTS,success,hml_orig100_train_043__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 5, 6, 256]",0.8755993857096068,79.05697631835938,0.7587361931800842,20.368288040161133,1.0,0,7680,4,mogents,hml_orig100_train_043__full::mogents,True,False,,a person sitting down raises its right hand.,upper_body_gesture,,train,human_diagnostic_problem_description,2026-05-26T23:11:50,,True
20260528_182842_mogents_success_043_sample_trace,MoGenTS,success,hml_orig100_train_044__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 18, 6, 256]",0.5812034896706488,45.079402923583984,-1.465929388999939,10.66545581817627,1.0,0,27648,4,mogents,hml_orig100_train_044__full::mogents,True,False,,this person is standing still and lifts the left hand up to the face.,upper_body_gesture,,train,human_diagnostic_problem_description,2026-05-26T23:12:00,,True
20260528_182842_mogents_success_044_sample_trace,MoGenTS,success,hml_orig100_train_045__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 49, 6, 256]",1.6105151949001542,68.58894348144531,-7.101362228393555,16.529281616210938,1.0,0,75264,4,mogents,hml_orig100_train_045__full::mogents,True,False,,both arms bent forward chicken wing flaps to left and right,upper_body_gesture,,train,human_diagnostic_problem_description,2026-05-26T23:12:11,,True
20260528_182842_mogents_success_045_sample_trace,MoGenTS,success,hml_orig100_train_046__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 26, 6, 256]",1.1137741040885178,61.869415283203125,-3.4040935039520264,14.035196304321289,1.0,0,39936,4,mogents,hml_orig100_train_046__full::mogents,True,False,,a person wave their arm in a straight motion,upper_body_gesture,,train,human_diagnostic_problem_description,2026-05-26T23:12:31,,True
20260528_182842_mogents_success_046_sample_trace,MoGenTS,success,hml_orig100_train_047__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 49, 6, 256]",1.3247139583170735,67.88325500488281,-5.764354228973389,13.628743171691895,1.0,0,75264,4,mogents,hml_orig100_train_047__full::mogents,True,False,,"a person bends slightly to grab something with his right hand then limps one step to his left, pauses, and limps another step to the left.",upper_body_gesture,,train,human_diagnostic_problem_description,2026-05-26T23:13:57,,True
20260528_182842_mogents_success_047_sample_trace,MoGenTS,success,hml_orig100_train_048__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 49, 6, 256]",1.6012762108392031,67.13424682617188,-7.945822238922119,16.025222778320312,1.0,0,75264,4,mogents,hml_orig100_train_048__full::mogents,True,False,,lowering hands then raising hands towards face.,upper_body_gesture,,train,human_diagnostic_problem_description,2026-05-26T23:14:09,,True
20260528_182842_mogents_success_048_sample_trace,MoGenTS,success,hml_orig100_train_049__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 30, 6, 256]",1.183485856867696,66.32130432128906,0.8046115636825562,16.606414794921875,1.0,0,46080,4,mogents,hml_orig100_train_049__full::mogents,True,False,,a person holds up both of their hands in front of their face and then leans back to dodge an obstacle.,object_interaction,,train,human_diagnostic_problem_description,2026-05-26T23:14:20,,True
20260528_182842_mogents_success_050_sample_trace,MoGenTS,success,hml_orig100_train_051__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 49, 6, 256]",1.1034970314915606,65.22587585449219,1.3136050701141357,12.256363868713379,1.0,0,75264,4,mogents,hml_orig100_train_051__full::mogents,True,False,,someone walks disoriented looking for something or someone,object_interaction,,train,human_diagnostic_problem_description,2026-05-26T23:25:15,,True
20260528_182842_mogents_success_051_sample_trace,MoGenTS,success,hml_orig100_train_052__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 20, 6, 256]",0.7411310269591431,52.42619323730469,5.466568946838379,13.056108474731445,1.0,0,30720,4,mogents,hml_orig100_train_052__full::mogents,True,False,,a person does jumping jacks in place.,object_interaction,,train,human_diagnostic_problem_description,2026-05-26T23:25:30,,True
20260528_182842_mogents_success_052_sample_trace,MoGenTS,success,hml_orig100_train_053__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 49, 6, 256]",1.5459906321864834,63.83130645751953,-6.592524528503418,15.961551666259766,1.0,0,75264,4,mogents,hml_orig100_train_053__full::mogents,True,False,,a person slowly walked and touched something with right and left hand,object_interaction,,train,human_diagnostic_problem_description,2026-05-26T23:27:27,,True
20260528_182842_mogents_success_053_sample_trace,MoGenTS,success,hml_orig100_train_054__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 49, 6, 256]",1.1346743551000482,62.8267822265625,-3.4950616359710693,12.183417320251465,1.0,0,75264,4,mogents,hml_orig100_train_054__full::mogents,True,False,,the person is throwing something with both hands overhead.,object_interaction,,train,human_diagnostic_problem_description,2026-05-26T23:27:32,,True
20260528_182842_mogents_success_054_sample_trace,MoGenTS,success,hml_orig100_train_055__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 20, 6, 256]",0.5364552698440336,42.21991729736328,-2.0992584228515625,10.028008460998535,1.0,0,30720,4,mogents,hml_orig100_train_055__full::mogents,True,False,,this person stands in one place and claps.,object_interaction,,train,human_diagnostic_problem_description,2026-05-26T23:27:35,,True
20260528_182842_mogents_success_055_sample_trace,MoGenTS,success,hml_orig100_train_056__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 43, 6, 256]",1.492148603135219,63.98426055908203,-4.0550055503845215,12.177695274353027,1.0,0,66048,4,mogents,hml_orig100_train_056__full::mogents,True,False,,a person is walking while holding onto something.,object_interaction,,train,human_diagnostic_problem_description,2026-05-26T23:27:41,,True
20260528_182842_mogents_success_056_sample_trace,MoGenTS,success,hml_orig100_train_057__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 23, 6, 256]",0.7344273828745276,45.33513259887695,2.6495132446289062,11.297141075134277,1.0,0,35328,4,mogents,hml_orig100_train_057__full::mogents,True,False,,a person walks forward a few steps,count_duration_speed,,train,human_diagnostic_problem_description,2026-05-26T23:27:44,,True
20260528_182842_mogents_success_057_sample_trace,MoGenTS,success,hml_orig100_train_058__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 2, 6, 256]",0.7033631731733756,49.14942932128906,0.5015833973884583,12.779541015625,1.0,0,3072,4,mogents,hml_orig100_train_058__full::mogents,True,False,,person quickly raises their left hand,count_duration_speed,,train,human_diagnostic_problem_description,2026-05-26T23:28:02,,True
20260528_182842_mogents_success_058_sample_trace,MoGenTS,success,hml_orig100_train_059__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 41, 6, 256]",1.071846037318599,42.86662292480469,-1.0415892601013184,9.852608680725098,1.0,0,62976,4,mogents,hml_orig100_train_059__full::mogents,True,False,,the person makes many gestures in quick succession.,count_duration_speed,,train,human_diagnostic_problem_description,2026-05-26T23:38:48,,True
20260528_182842_mogents_success_059_sample_trace,MoGenTS,success,hml_orig100_train_060__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 49, 6, 256]",1.022825187324957,54.884368896484375,-3.710313081741333,10.80618953704834,1.0,0,75264,4,mogents,hml_orig100_train_060__full::mogents,True,False,,"a person slowly straightens, turns back and to the right, picks up an object, walks forward, and wipes something with the object.",count_duration_speed,,train,human_diagnostic_problem_description,2026-05-26T23:39:26,,True
20260528_182842_mogents_success_060_sample_trace,MoGenTS,success,hml_orig100_train_061__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 35, 6, 256]",1.6542672586562999,58.820465087890625,-5.45565128326416,14.201601028442383,1.0,0,53760,4,mogents,hml_orig100_train_061__full::mogents,True,False,,person moves back in a seated position sits then stand up again returning to original position,count_duration_speed,,train,human_diagnostic_problem_description,2026-05-26T23:39:47,,True
20260528_182842_mogents_success_061_sample_trace,MoGenTS,success,hml_orig100_train_062__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 14, 6, 256]",0.8243992354774888,64.11634063720703,2.4403598308563232,15.637027740478516,1.0,0,21504,4,mogents,hml_orig100_train_062__full::mogents,True,False,,a person slowly walks forward.,count_duration_speed,,train,human_diagnostic_problem_description,2026-05-26T23:40:14,,True
20260528_182842_mogents_success_062_sample_trace,MoGenTS,success,hml_orig100_train_063__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 30, 6, 256]",0.961518632072083,57.65894317626953,0.8410513997077942,13.481437683105469,1.0,0,46080,4,mogents,hml_orig100_train_063__full::mogents,True,False,,a person begins walking then quickly turns around to stand with his back to the viewer.,count_duration_speed,,train,human_diagnostic_problem_description,2026-05-26T23:40:59,,True
20260528_182842_mogents_success_063_sample_trace,MoGenTS,success,hml_orig100_train_064__full,token_logits,time_joint_vocab_logits,time_joint_mask_iteration,"['batch', 'token_time', 'joint_grid_slot', 'codebook']","[1, 49, 6, 256]",1.4633878715025075,72.7612075805664,5.068469047546387,15.541080474853516,1.0,0,75264,4,mogents,hml_orig100_train_064__full::mogents,True,False,,a man does several cart wheels in a small area.,count_duration_speed,,train,human_diagnostic_problem_description,2026-05-26T23:41:54,,True
